,Unnamed: 0,step,type,amount,nameOrig,oldBalanceOrig,newBalanceOrig,nameDest,oldBalanceDest,newBalanceDest,isFraud,isFlaggedFraud,errorBalanceOrig,errorBalanceDest
2367211,5417892,378,1,46359.24,C1545443082,,,C2041409884,115088.47,161447.71,0,0,,0.0
859209,1958924,178,1,277577.57,C2102863374,13495.74,0.0,C449195861,436045.41,713622.98,0,0,264081.83,0.0
1826536,4173832,304,1,137345.55,C1578724695,321993.0,184647.45,C2065982888,6246.38,143591.93,0,0,0.0,0.0
2653579,6081633,520,1,24146.66,C402236174,7591.0,0.0,C1320930361,28314.91,52461.58,0,0,16555.66,-0.0100000000020372
1068475,2436064,203,1,503093.33,C1558437085,51872.0,0.0,C228944201,340631.0,843724.33,0,0,451221.33,1.1641532182693479e-10
1360691,3095881,235,1,123003.92,C1871607697,,,C336755218,300655.06,423658.98,0,0,,0.0
2460591,5637611,396,1,150989.04,C16486870,,,C159101029,1569958.14,1720947.18,0,0,,0.0
64455,158173,12,1,194155.89,C1215589341,289295.13,95139.23,C2073764942,4525116.56,6415038.44,0,0,-0.0100000000093132,-1695765.9900000012
2661680,6098884,522,0,203486.09,C223948414,11246.0,0.0,C555528022,0.0,203486.09,0,0,192240.09,0.0
806464,1826809,163,1,99296.45,C255944734,,,C1937281248,735031.7,834328.16,0,0,,-0.0100000001257285
1844708,4212370,305,1,247017.49,C1652976739,,,C1101967436,5256352.84,5503370.34,0,0,,-0.0099999997764825
1175303,2671123,210,1,292456.17,C1302157194,16775.0,0.0,C1378831035,0.0,292456.17,0,0,275681.17,0.0
1295177,2953041,230,0,905518.55,C1096524876,5253.0,0.0,C223473130,103492.45,1009011.0,0,0,900265.55,0.0
2680654,6147162,546,1,121563.42,C488769009,25301.0,0.0,C593800997,0.0,121563.42,0,0,96262.42,0.0
584495,1330044,137,1,133408.05,C1332723538,,,C2041281014,8971592.65,9105000.71,0,0,,-0.0099999997764825
946375,2151337,184,1,77241.79,C594060675,209656.45,132414.66,C1503252450,2067311.89,2144553.68,0,0,0.0,-4.656612873077393e-10
1653097,3776132,280,1,92560.49,C1373548021,283399.69,190839.2,C1884469161,566805.6,659366.09,0,0,0.0,0.0
1693947,3867146,283,1,103410.7,C1332223250,407514.06,304103.36,C649995594,1053195.7,1156606.41,0,0,0.0,-0.0100000000093132
2378827,5441986,378,1,124275.03,C912630149,16136.0,0.0,C1976182150,71000.7,195275.73,0,0,108139.03,-2.9103830456733704e-11
2231541,5098329,355,1,167378.24,C1417239783,12483.0,0.0,C1625506934,124641.33,292019.57,0,0,154895.24,0.0
1904206,4343377,308,0,967944.74,C2082631087,,,C187577998,3862498.16,4830442.9,0,0,,0.0
380899,857820,41,1,155120.39,C1014289467,,,C586809523,7357379.07,7512499.46,0,0,,0.0
1460781,3334217,253,1,1398.54,C1697624227,,,C260549271,376468.59,377867.13,0,0,,0.0
269967,619009,34,1,363537.62,C1892188590,,,C1858986554,663564.35,1027101.98,0,0,,-0.0100000000093132
1172823,2666204,210,1,249060.32,C1144407596,,,C1482962417,414739.85,663800.17,0,0,,-1.1641532182693479e-10
2103772,4814558,346,1,308740.98,C1447038073,58330.0,0.0,C627822811,0.0,308740.98,0,0,250410.98,0.0
1682516,3841343,282,1,82846.71,C202936015,4560.0,0.0,C945619293,2415368.36,2627472.94,0,0,78286.71,-129257.87000000013
342131,774238,39,1,190002.57,C1400261308,19950.0,0.0,C1939372551,85593.23,275595.8,0,0,170052.57,0.0
463550,1059835,119,0,289308.49,C1535120747,,,C260233248,1173045.75,1462354.24,0,0,,0.0
2714281,6228792,592,1,186742.87,C485453653,,,C445970657,2164517.54,2351260.41,0,0,,0.0
1134615,2582610,207,0,184266.08,C2091764378,,,C1570308641,2177746.76,2362012.85,0,0,,-0.0100000002421438
2615201,5984519,408,1,8876.38,C1346381194,,,C53172858,300249.63,309126.01,0,0,,0.0
1140689,2595522,207,1,94181.93,C1145734685,,,C1193258541,1603951.54,1698133.47,0,0,,0.0
2008966,4588801,328,1,326026.18,C1002313960,,,C677719708,561920.91,887947.09,0,0,,1.1641532182693479e-10
189999,428300,18,1,14874.31,C531038694,,,C1030781919,2040341.45,2055215.76,0,0,,0.0
936951,2130451,183,1,106138.94,C320978466,10618.0,0.0,C1038772362,1411276.82,1517415.76,0,0,95520.94,0.0
2058532,4697253,331,0,1389354.18,C717258355,,,C1334781646,1577418.79,2966772.97,0,0,,-4.656612873077393e-10
2025331,4625100,329,1,88665.84,C1468755580,,,C1723062912,646094.43,734760.27,0,0,,0.0
712362,1624231,157,1,61488.6,C1648890886,,,C1510487036,1114443.67,1175932.27,0,0,,0.0
789987,1791857,162,1,156880.8,C421294672,404216.84,247336.04,C462228689,345071.14,501951.94,0,0,-5.820766091346741e-11,0.0
1894746,4321343,308,0,197901.6,C1499540097,,,C1693741,2206817.14,2404718.74,0,0,,0.0
225283,505840,20,0,520864.99,C675890122,88099.0,0.0,C800687937,0.0,520864.99,0,0,432765.99,0.0
1549975,3529591,259,1,71540.66,C1678511530,,,C1863299245,423209.07,494749.73,0,0,,0.0
80825,194523,13,1,100861.89,C109084969,,,C1117910219,211670.92,304899.08,0,0,,7633.729999999981
170257,386180,17,1,121868.46,C1314222431,1627556.0,1505687.54,C1922009043,266415.13,161400.3,0,0,0.0,226883.29000000004
793133,1798564,162,1,246171.9,C2104341816,458.02,0.0,C523325010,903842.69,1310952.14,0,0,245713.88,-160937.55000000005
993143,2251998,187,1,74328.66,C2136833474,,,C1789096791,1888029.1,1962357.76,0,0,,0.0
485732,1114012,130,0,3310383.85,C966538279,39017.0,0.0,C1315906761,0.0,3310383.85,0,0,3271366.85,0.0
2736227,6282064,656,1,57424.86,C1654350145,,,C217880944,371550.2,428975.06,0,0,,0.0
2722983,6247716,596,1,117732.25,C61590875,,,C1463805328,3244096.69,3361828.94,0,0,,0.0
1862352,4250600,306,1,304246.97,C257375294,,,C1799095653,9351694.84,9655941.81,0,0,,0.0
1857998,4241268,306,1,79192.57,C1637349690,,,C381014830,793048.57,872241.14,0,0,,-1.1641532182693479e-10
1396029,3182413,239,1,499178.99,C1991841954,85477.54,0.0,C1436430302,821170.88,1320349.87,0,0,413701.45,0.0
1703276,3887144,283,1,9674.51,C1476484284,,,C944189707,9419457.35,9429131.86,0,0,,0.0
755976,1719303,160,1,64131.61,C1843349095,162701.0,98569.39,C1430543710,4636931.73,4701063.34,0,0,0.0,9.313225746154783e-10
616655,1399676,139,1,256950.61,C1641275360,4538.0,0.0,C1365573537,1577213.79,1834164.4,0,0,252412.61,0.0
1179439,2680894,210,1,94056.43,C219681912,9712.0,0.0,C651202323,0.0,94056.43,0,0,84344.43,0.0
1178966,2679739,210,0,10802.24,C2061424206,,,C12261783,500720.31,511522.55,0,0,,0.0
1798403,4113213,302,1,238619.32,C821196512,25249.0,0.0,C2066183202,1430906.53,1669525.84,0,0,213370.32,0.0100000000093132
1050098,2394152,201,1,46798.06,C1645568388,270736.0,223937.94,C2119712101,0.0,46798.06,0,0,0.0,0.0
2064565,4710975,332,1,104691.71,C1347130147,,,C1239848769,1058894.6,1163586.31,0,0,,0.0
1908589,4353970,309,1,28030.91,C1408999604,,,C2059622282,268818.62,296849.53,0,0,,-5.820766091346741e-11
1688718,3855299,283,1,46085.18,C799413793,,,C41219803,1171248.38,1217333.56,0,0,,-2.3283064365386963e-10
639029,1448294,140,1,51447.48,C386946242,,,C1639345856,478055.25,529502.72,0,0,,0.0100000000093132
1614538,3687627,276,1,162734.83,C413105135,,,C376118000,215032.56,377767.4,0,0,,-0.0100000000093132
1982068,4530572,326,1,2196.91,C1059334925,,,C993751000,566123.69,568320.6,0,0,,0.0
1414040,3228596,250,1,157307.62,C1685084024,7628.0,0.0,C1425880690,67393.38,224701.0,0,0,149679.62,0.0
1284554,2929184,229,1,74057.86,C435805952,437587.52,363529.66,C1134780452,84156.57,158214.43,0,0,-5.820766091346741e-11,0.0
43201,108907,11,1,834194.62,C557761943,8183.0,0.0,C1443725792,37290.0,2789621.4,0,0,826011.62,-1918136.78
1340471,3052094,234,0,124574.43,C926717619,,,C808677354,196084.9,320659.33,0,0,,-5.820766091346741e-11
1623869,3708864,277,1,290018.4,C1228770161,98095.0,0.0,C830532376,768810.27,1058828.67,0,0,191923.4,0.0
2367439,5418484,378,1,82248.27,C194370591,,,C509837851,144478.0,226726.27,0,0,,2.9103830456733704e-11
1828526,4178424,304,1,16975.01,C1374655349,3580.0,0.0,C2082334269,277690.62,294665.63,0,0,13395.009999999998,0.0
2128032,4870536,348,1,87105.75,C1244325621,17896.05,0.0,C1935504279,1904286.66,1991392.41,0,0,69209.7,0.0
1756023,4018794,299,1,383222.51,C1523944861,,,C1626764360,2931430.32,3314652.83,0,0,,0.0
1266492,2889490,228,1,489807.37,C920880770,26058.0,0.0,C524802470,2410413.59,2900220.96,0,0,463749.37,0.0
1401027,3198169,249,1,121405.72,C34367050,50627.0,0.0,C874426800,3818634.66,3940040.38,0,0,70778.72,4.656612873077393e-10
2247564,5135022,356,1,90915.77,C528131982,,,C1981008502,773781.55,864697.32,0,0,,1.1641532182693479e-10
1862856,4251794,306,1,313162.6,C1591752564,1719.0,0.0,C1554913557,20692.78,333855.38,0,0,311443.6,0.0
1353163,3079076,235,1,210838.92,C734579788,,,C666602095,384644.17,595483.08,0,0,,0.0100000000093132
1893942,4319443,308,1,109006.04,C1490869091,241.0,0.0,C1220360892,20434.6,129440.64,0,0,108765.04,-1.4551915228366852e-11
851309,1939496,177,1,140625.61,C1312097594,,,C1979189114,454122.46,594748.07,0,0,,1.1641532182693479e-10
310580,705721,37,1,176898.83,C241671192,,,C162860244,2519353.47,2696252.3,0,0,,4.656612873077393e-10
843981,1916648,166,1,140322.7,C687606445,608.0,0.0,C392194881,0.0,140322.7,0,0,139714.7,0.0
2318087,5308090,373,1,35303.41,C1024077091,16853.0,0.0,C456272178,110652.81,145956.22,0,0,18450.410000000003,0.0
1996476,4561583,327,1,14674.34,C1763345083,,,C1079654765,1260265.32,1274939.66,0,0,,2.3283064365386963e-10
1024220,2320820,188,1,86474.01,C1610820954,,,C868171070,509613.9,357855.8,0,0,,238232.11000000004
2273514,5207563,370,1,53343.51,C942494857,,,C588136302,300640.44,353983.95,0,0,,0.0
1008935,2286871,187,1,33560.0,C1771131218,1858.0,0.0,C1047719771,718352.77,751912.77,0,0,31702.0,0.0
937053,2130667,183,1,73482.74,C98297590,,,C420398953,1996370.46,2069853.2,0,0,,0.0
2324890,5322670,374,1,197167.96,C50333361,39935.0,0.0,C1546027271,0.0,197167.96,0,0,157232.96,0.0
2005515,4581213,328,1,24906.72,C1577055726,,,C1135287798,5143676.8,5168583.51,0,0,,0.0099999997764825
1235689,2820195,226,0,869071.98,C1262902963,21140.0,0.0,C816633304,292376.79,1161448.77,0,0,847931.98,0.0
312318,708974,37,1,118991.24,C210773188,,,C664038638,2837729.66,2956720.9,0,0,,4.656612873077393e-10
835463,1892069,165,1,136648.14,C1079368103,,,C1292445663,1497184.18,1633832.32,0,0,,-2.3283064365386963e-10
2328905,5332256,374,1,183674.3,C103413390,328128.64,144454.34,C365242741,6738503.32,6922177.62,0,0,0.0,0.0
329638,746722,38,1,224992.49,C1143843123,,,C608284094,2694492.17,2919484.65,0,0,,0.0100000002421438
1327632,3025200,233,1,57830.81,C1152434731,16440.0,0.0,C911490501,326653.48,384484.29,0,0,41390.81,0.0
1657538,3786474,280,1,78574.35,C1979593245,,,C1517019883,3261023.91,3339598.26,0,0,,4.656612873077393e-10
1524640,3473895,258,1,108991.0,C1518592597,,,C1479639096,12525667.76,12634658.76,0,0,,0.0
2177332,4980496,352,1,114784.29,C1397316399,65283.63,0.0,C547477268,1948492.86,2063277.16,0,0,49500.66,-0.0099999997764825
584581,1330195,137,0,300889.63,C888796848,,,C2060119509,1044691.23,1345580.86,0,0,,-2.3283064365386963e-10
1229664,2806795,225,0,331257.34,C1748001164,,,C2098156662,473583.31,804840.65,0,0,,0.0
1659914,3791495,280,1,247225.5,C43905805,9956.0,0.0,C1710064448,2039454.99,2286680.49,0,0,237269.5,0.0
989658,2245140,186,1,261173.08,C1264380855,,,C1432448998,737617.74,998790.83,0,0,,-0.0100000000093132
343250,777030,39,1,3510.44,C582236366,203088.0,199577.56,C2009145023,0.0,3510.44,0,0,0.0,0.0
422636,947155,44,1,27480.35,C503153412,74796.0,47315.65,C682047102,6287671.29,6315151.63,0,0,0.0,0.0099999997764825
2476056,5670380,397,0,1137075.64,C707377846,51972.0,0.0,C463567827,2063461.71,3200537.34,0,0,1085103.64,0.0099999997764825
832014,1883602,164,1,37896.05,C1376222318,,,C2126727328,2940844.54,2978740.6,0,0,,-0.0100000002421438
2577800,5891194,403,1,153424.99,C1729357049,,,C1259133409,256296.24,409721.23,0,0,,0.0
1013571,2297064,188,1,30206.28,C1418650018,,,C1287766563,37219.5,67425.78,0,0,,0.0
2072876,4730929,332,1,23622.61,C1867319467,,,C2067686115,3389670.13,3413292.74,0,0,,-4.656612873077393e-10
1397462,3187347,240,1,98818.69,C1575932700,,,C773892887,876833.04,975651.73,0,0,,0.0
2375011,5434310,378,1,347528.3,C1010828834,,,C1729301171,775885.17,1123413.47,0,0,,0.0
2689544,6170298,563,1,119507.45,C1312990440,40579.0,0.0,C1223110582,0.0,119507.45,0,0,78928.45,0.0
60404,148892,12,1,255683.82,C1187701394,,,C1886481626,370950.28,645963.24,0,0,,-19329.139999999898
289385,661453,36,1,256280.48,C315090641,82666.0,0.0,C443818394,375421.79,631702.27,0,0,173614.48,0.0
2233232,5102126,355,1,125525.54,C1873995763,28303.46,0.0,C752386915,390001.24,515526.78,0,0,97222.08,-5.820766091346741e-11
1680547,3837486,282,1,8707.2,C1679528161,26344.0,17636.8,C1850285908,0.0,8707.2,0,0,0.0,0.0
89436,213029,13,1,11437.92,C355392272,31675.0,20237.08,C1609562230,15610381.68,15588423.03,0,0,0.0,33396.5700000003
616133,1398583,139,1,159328.42,C1200955381,28581.0,0.0,C1596707387,0.0,159328.42,0,0,130747.42,0.0
896938,2042513,181,1,237518.63,C371540122,,,C1472191474,3437817.25,3675335.89,0,0,,-0.0100000002421438
2034352,4645110,330,1,63240.12,C1712902443,10763.0,0.0,C1374497197,3115167.78,3178407.9,0,0,52477.12,0.0
502895,1151907,131,1,638402.14,C1121927583,2098.0,0.0,C1822253032,0.0,638402.14,0,0,636304.14,0.0
1396111,3182758,239,0,46649.93,C550084535,25428.08,0.0,C1077015294,7068774.46,7115424.38,0,0,21221.85,0.0099999997764825
686315,1566626,155,1,156759.01,C1624571681,,,C1661355634,3713117.28,4109064.02,0,0,,-239187.73
2038522,4654059,330,1,240419.15,C197722150,,,C1621768917,842708.45,1083127.6,0,0,,-2.3283064365386963e-10
1473410,3360912,254,1,5385.31,C1239049700,,,C1900920723,1980405.93,1985791.23,0,0,,0.0100000000093132
2565121,5862153,403,1,136198.01,C2087521629,25178.0,0.0,C113701963,10949.38,147147.38,0,0,111020.01,0.0100000000093132
2654838,6084543,522,1,377514.71,C458437218,114.0,0.0,C2091472904,947582.65,1325097.37,0,0,377400.71,-0.0100000000093132
1814813,4148726,303,0,774919.41,C898940914,17755.0,0.0,C21546370,26532.82,801452.23,0,0,757164.41,0.0
532611,1217306,133,1,148758.02,C91074275,,,C1007483565,1083994.04,1232752.06,0,0,,0.0
1968700,4500886,325,1,72630.06,C1013142043,13.0,0.0,C1118462538,315526.68,388156.74,0,0,72617.06,0.0
601554,1366395,138,1,72724.65,C1122849166,,,C1381667245,154273.08,400446.07,0,0,,-173448.34000000003
1132968,2578898,207,1,191158.09,C838824005,20274.0,0.0,C1419710816,7151.74,198309.83,0,0,170884.09,0.0
560512,1277223,135,1,88468.13,C101566574,16560.0,0.0,C1532828731,1818122.33,1906590.46,0,0,71908.13,0.0
2113658,4837448,347,1,123410.32,C560241808,,,C1837594443,821290.34,944700.66,0,0,,-1.1641532182693479e-10
32220,83208,10,1,408469.71,C1682135592,,,C1350789239,8221486.12,8629955.83,0,0,,0.0
2041123,4659538,330,1,12968.42,C550789292,344.0,0.0,C238604134,1910748.54,1923716.96,0,0,12624.42,0.0
1990787,4549742,327,1,66622.31,C499399092,,,C287621639,3170764.6,3237386.9,0,0,,0.0100000002421438
1384176,3147357,236,1,99841.71,C857955468,1754.0,0.0,C465054966,254772.27,354613.98,0,0,98087.71,0.0
2150539,4920773,350,1,258512.09,C1400096261,,,C101075975,1554732.76,1813244.85,0,0,,0.0
2619580,5997313,426,1,39113.67,C638880563,534.0,0.0,C938802319,0.0,39113.67,0,0,38579.67,0.0
2129703,4874406,348,1,37712.43,C849602851,12588.0,0.0,C1271475869,0.0,37712.43,0,0,25124.43,0.0
363110,819192,40,0,396395.12,C2089804548,5052.0,0.0,C906411152,0.0,396395.12,0,0,391343.12,0.0
1293859,2949747,230,1,191790.69,C877014249,3171.0,0.0,C2144944625,0.0,191790.69,0,0,188619.69,0.0
794840,1801959,162,1,197757.22,C1456845491,,,C588586770,206492.22,404249.43,0,0,,0.0100000000093132
1631258,3725288,278,1,239498.0,C441319729,,,C685194035,775234.96,1014732.97,0,0,,-0.0100000000093132
37207,95049,10,1,310836.56,C560793836,12384.0,0.0,C470007335,446618.72,367003.77,0,0,298452.56,390451.51
1589947,3632066,274,1,114603.4,C1275580493,189043.0,74439.6,C377180430,156117.78,270721.18,0,0,0.0,0.0
873611,1991248,179,1,184758.48,C1818783472,261.0,0.0,C644458218,138234.0,0.0,0,0,184497.48,322992.48
1834199,4190835,305,1,257748.36,C312409240,580.0,0.0,C446927103,0.0,257748.36,0,0,257168.36,0.0
878839,2002936,179,1,425939.41,C426016314,21456.0,0.0,C553587985,564132.74,990072.15,0,0,404483.41,-1.1641532182693479e-10
278609,637905,35,0,265111.51,C1491598410,858982.57,593871.06,C1147662847,83785.81,609482.28,0,0,1.1641532182693479e-10,-260584.96
322465,730788,37,1,47016.33,C672222292,,,C48785160,2262360.32,2309376.65,0,0,,0.0
2012828,4597537,328,1,19686.41,C1842512225,,,C1508330669,8771203.21,8790889.61,0,0,,0.0100000016391277
2492403,5707062,398,1,121239.25,C1355966218,30545.0,0.0,C1318301211,1733536.3,1854775.56,0,0,90694.25,-0.0100000000093132
818080,1852221,164,1,227356.47,C1914946047,22089.95,0.0,C1722864284,1724009.42,1951365.89,0,0,205266.52,0.0
1197188,2719178,211,1,75481.41,C785028051,14729.0,0.0,C1798246306,214720.8,290202.21,0,0,60752.41,-5.820766091346741e-11
329406,746344,38,1,240417.75,C1095132853,69503.0,0.0,C75633907,376686.13,617103.88,0,0,170914.75,0.0
2697675,6188592,570,1,14109.99,C1001088151,53942.31,39832.32,C1888326518,159381.05,173491.03,0,0,0.0,0.0099999999802093
1619451,3698837,277,1,53090.92,C1705057842,28865.0,0.0,C386870166,316414.32,369505.24,0,0,24225.92,0.0
94854,225509,14,0,192080.7,C1554267398,,,C1213465295,257992.28,450072.98,0,0,,0.0
2689764,6170896,563,0,814883.08,C855831312,,,C736913505,4361466.1,5176349.18,0,0,,0.0
959062,2179406,185,0,1937707.56,C1947649946,663.0,0.0,C1436560920,279415.7,2217123.26,0,0,1937044.56,4.656612873077393e-10
428578,960703,44,1,188737.42,C1481705140,31309.0,0.0,C678909421,583801.66,772539.08,0,0,157428.42,1.1641532182693479e-10
2073483,4732486,332,1,414795.07,C825266858,,,C704005596,848344.72,1263139.79,0,0,,0.0
609381,1383589,138,1,167363.31,C390861780,,,C1353666458,1906903.19,2359973.23,0,0,,-285706.73
595381,1352884,137,1,52584.67,C2000793241,,,C2138033593,275230.43,327815.1,0,0,,0.0
2110357,4830169,347,0,3561248.34,C81902058,,,C1832863243,3615509.93,7176758.27,0,0,,0.0
1930780,4416147,322,1,135399.26,C673437264,21472.0,0.0,C1598330957,391208.2,526607.46,0,0,113927.26,0.0
1644977,3756147,279,1,295054.76,C2002762148,30402.0,0.0,C637807207,104926.0,399980.76,0,0,264652.76,0.0
2478438,5675851,397,1,91498.15,C1541144438,51450.0,0.0,C509675934,0.0,91498.15,0,0,40048.15,0.0
700547,1598172,156,1,349114.09,C1469510327,41120.0,0.0,C1007676744,1033836.3,1382950.38,0,0,307994.09,0.0100000002421438
2029306,4633924,330,1,24906.14,C66413496,,,C299097219,4054203.11,4079109.26,0,0,,-0.0099999997764825
864682,1971221,178,1,34894.35,C932650984,255948.0,221053.65,C1291189554,511540.92,546435.27,0,0,0.0,0.0
786764,1784541,162,0,561707.75,C1896606519,221864.0,0.0,C1495032043,2250696.7,2812404.44,0,0,339843.75,0.0100000002421438
782068,1774513,162,1,233775.16,C725543246,38160.0,0.0,C1782113663,13719576.73,13953351.89,0,0,195615.16,0.0
516490,1182514,132,1,164413.2,C1830688477,147649.0,0.0,C152442210,0.0,164413.2,0,0,16764.20000000001,0.0
1449778,3308374,252,1,477197.8,C1227883911,20186.0,0.0,C1214554400,314436.1,791633.91,0,0,457011.8,-0.0100000001257285
2335423,5346496,375,1,103723.91,C1271056047,23702.0,0.0,C1113551104,1090087.87,1193811.78,0,0,80021.91,0.0
704385,1606829,156,1,90164.21,C1118416577,11482.0,0.0,C1182268392,76866.95,167031.17,0,0,78682.21,-0.0100000000093132
2525943,5779359,400,1,46211.83,C1028192284,,,C112994451,888060.12,934271.95,0,0,,0.0
2607403,5958541,405,1,34396.0,C32238329,,,C1764597807,432651.04,467047.04,0,0,,0.0
1759064,4026402,299,1,209031.13,C906644900,65464.0,0.0,C918817235,0.0,209031.13,0,0,143567.13,0.0
1716195,3917415,284,1,172691.27,C1535965755,,,C1778093372,370099.4,542790.67,0,0,,0.0
922961,2099382,182,1,292494.8,C6726920,82.0,0.0,C881059502,0.0,292494.8,0,0,292412.8,0.0
339520,768609,39,0,144943.71,C1862718388,12112.0,0.0,C883625445,8538.19,153481.9,0,0,132831.71,0.0
822959,1863284,164,0,322584.43,C505096162,,,C770914420,2828900.3,3011673.84,0,0,,139810.89000000013
964901,2192485,185,1,59259.42,C1394794209,,,C382134994,181732.04,240991.47,0,0,,-0.0099999999802093
533578,1219215,133,1,56751.48,C577098474,217404.39,160652.9,C2046304328,1458195.02,1514946.51,0,0,-0.0100000000093132,-0.0100000000093132
1797690,4111417,302,0,1629109.16,C795431188,,,C1467952635,1943156.46,3572265.62,0,0,,0.0
545535,1244526,134,1,288980.7,C1914312105,55601.0,0.0,C1013445085,2341112.8,2630093.5,0,0,233379.7,0.0
2678435,6142027,545,1,260683.38,C1737450866,839.0,0.0,C1234458542,432715.96,693399.34,0,0,259844.38,1.1641532182693479e-10
2157706,4936791,350,1,157547.32,C793000006,200371.0,42823.68,C1445393198,125740.93,283288.25,0,0,0.0,0.0
699610,1595762,156,1,58433.47,C363046603,50468.0,0.0,C1092931192,190558.55,248992.02,0,0,7965.470000000001,0.0
937305,2131096,183,1,66018.3,C114180668,,,C2004650440,1207884.0,1056281.35,0,0,,217620.94999999995
1790534,4095039,301,1,52380.6,C1982816044,,,C282878922,970795.75,1023176.35,0,0,,0.0
704703,1607507,156,1,530375.75,C1688333742,208.0,0.0,C909745704,0.0,530375.75,0,0,530167.75,0.0
1268354,2893640,228,1,193376.54,C1923552987,20077.0,0.0,C132954769,99965.72,293342.26,0,0,173299.54,0.0
1133493,2579991,207,1,96786.09,C1301291104,,,C2131891073,274833.42,371619.51,0,0,,0.0
2078139,4743111,332,1,105632.37,C1264157472,79325.0,0.0,C1851679401,1386973.31,1492605.68,0,0,26307.369999999995,2.3283064365386963e-10
2255359,5154711,357,0,743654.81,C17164358,,,C687039825,1244699.52,1988354.34,0,0,,-0.0100000000093132
2312492,5295315,373,1,287596.88,C535572213,70211.0,0.0,C765311267,0.0,287596.88,0,0,217385.88,0.0
1722679,3934170,285,1,76658.28,C1531597783,51498.77,0.0,C1416830425,105455.32,182113.6,0,0,25159.51,0.0
2526454,5780372,400,1,64533.19,C1221727843,52993.0,0.0,C661006733,0.0,64533.19,0,0,11540.190000000002,0.0
138927,319385,16,1,661984.33,C1232223576,,,C1968340619,2351683.55,3157948.33,0,0,,-144280.4500000002
643963,1459360,140,0,388416.79,C633760946,69.0,0.0,C207932294,718588.27,1107005.06,0,0,388347.79,0.0
373253,842658,41,1,430641.77,C369359297,60096.0,0.0,C987605459,656639.12,1087280.9,0,0,370545.77,-0.0099999997764825
533982,1220373,133,1,334640.55,C581823912,,,C1151328915,399543.13,530972.61,0,0,,203211.06999999995
1702958,3886640,283,1,237326.95,C1768056654,,,C1518435130,244318.6,481645.55,0,0,,5.820766091346741e-11
2733492,6275465,637,1,238946.55,C1862978184,,,C440846207,261855.5,500802.05,0,0,,0.0
2140815,4898860,349,1,101107.46,C1512521911,,,C1135987549,1032394.16,1133501.62,0,0,,0.0
2716299,6233193,594,1,265161.38,C1831926589,20457.0,0.0,C1403519837,253194.78,518356.17,0,0,244704.38,-0.0099999999511055
1598429,3651789,275,1,31663.24,C829245967,,,C1753295732,4239327.17,4270990.41,0,0,,0.0
1962769,4487990,324,1,118902.69,C1794750422,10613.0,0.0,C2080555113,3666681.26,3785583.95,0,0,108289.69,-4.656612873077393e-10
757900,1723401,160,1,179487.09,C1420469184,15870.0,0.0,C1718659499,281493.96,460981.05,0,0,163617.09,5.820766091346741e-11
1739906,3982952,298,0,3498623.19,C2116756873,,,C1532013361,3600158.76,7098781.95,0,0,,-9.313225746154783e-10
2649249,6071348,514,0,3764079.41,C1842289716,144683.75,0.0,C2126609733,3911417.19,7675496.6,0,0,3619395.66,0.0
2746792,6307698,684,1,42982.73,C1239301391,10647.0,0.0,C485220048,103837.84,146820.56,0,0,32335.730000000003,0.0100000000093132
2343048,5364133,375,1,72484.8,C361763903,216.0,0.0,C1291340985,1616147.1,1688631.9,0,0,72268.8,2.3283064365386963e-10
481537,1105093,130,0,754840.72,C688214014,,,C813199945,1180628.28,1935469.0,0,0,,0.0
735301,1674003,158,1,439108.03,C1058763359,,,C654653597,1065662.81,1504770.85,0,0,,-0.0100000000093132
747218,1700493,159,1,218981.12,C256571071,,,C703461650,3291972.76,3510953.88,0,0,,0.0
903238,2056865,181,1,619995.06,C363957546,21655.0,0.0,C1965802347,413189.07,1033184.12,0,0,598340.06,0.0100000001257285
2255860,5155873,357,1,70231.04,C2095076796,11912.0,0.0,C1485172763,14338.66,84569.7,0,0,58319.03999999999,0.0
2559101,5849173,402,1,90339.49,C1168717544,,,C287797222,662708.67,753048.15,0,0,,0.0100000000093132
1675891,3827081,282,1,37222.14,C1602989362,22948.0,0.0,C1612164572,0.0,37222.14,0,0,14274.14,0.0
897789,2044548,181,1,414903.29,C2073266900,961.0,0.0,C1623486994,3206618.1,3621521.39,0,0,413942.29,0.0
2426514,5556118,383,0,626164.99,C1736079005,,,C1235634037,679589.1,1305754.09,0,0,,-2.3283064365386963e-10
2373370,5430640,378,1,486277.03,C1527851613,,,C1745741698,1975323.87,2461600.9,0,0,,4.656612873077393e-10
1744627,3993225,298,1,284481.65,C688552344,,,C1654662784,560173.54,844655.19,0,0,,1.1641532182693479e-10
2012801,4597508,328,1,315012.11,C571061278,219468.0,0.0,C1835606639,23810.66,338822.77,0,0,95544.11,-5.820766091346741e-11
65076,159502,12,1,266896.58,C1141145726,24571.0,0.0,C1834699516,286216.13,501758.4,0,0,242325.58,51354.30999999994
325938,739026,38,1,332131.89,C1817801730,43065.89,0.0,C964659072,1726991.5,2513417.1,0,0,289066.0,-454293.71
336339,760818,38,1,33602.09,C1128642633,,,C888943143,276220.74,309822.83,0,0,,-5.820766091346741e-11
2384173,5453292,379,1,217696.46,C1361441877,135891.0,0.0,C1264555149,336294.29,553990.76,0,0,81805.45999999999,-0.0100000000093132
108873,254801,14,0,413507.9,C815893957,39356.0,0.0,C844388319,1137993.24,2459010.44,0,0,374151.9,-907509.2999999998
